Date,AAPL,MSFT,GOOGL,GOOG,AMZN,META,TSLA,NVDA,ORCL,INTC,CRM,ADBE,CSCO,AMD,IBM
2024-08-13,220.78407287597656,411.6142578125,163.56640625,165.335693359375,170.22999572753906,527.1417236328125,207.8300018310547,116.11138153076172,133.15200805664062,20.469999313354492,253.51287841796875,535.219970703125,44.424556732177734,141.1300048828125,188.24246215820312
2024-08-14,221.23309326171875,414.4477233886719,159.79010009765625,161.44967651367188,170.10000610351562,525.3663940429688,201.3800048828125,118.05091094970703,134.48097229003906,19.920000076293945,254.2298126220703,539.7899780273438,44.49309539794922,140.75,189.55332946777344
2024-08-15,224.22650146484375,419.34808349609375,160.7167510986328,162.58560180664062,177.58999633789062,535.9085083007812,214.13999938964844,122.82972717285156,135.7999725341797,20.690000534057617,261.66790771484375,554.1599731445312,47.51870346069336,147.36000061035156,191.1598663330078
2024-08-16,225.5535888671875,416.7983093261719,162.37074279785156,164.1499786376953,177.05999755859375,526.0245971679688,216.1199951171875,124.54930877685547,136.33554077148438,20.8700008392334,261.78741455078125,553.4600219726562,48.429325103759766,148.55999755859375,190.9923095703125
2024-08-19,225.39393615722656,419.8460998535156,166.06732177734375,167.79685974121094,178.22000122070312,527.8797607421875,222.72000122070312,129.96795654296875,136.7818145751953,21.520000457763672,264.2468566894531,563.1199951171875,48.93849182128906,155.27999877929688,191.92864990234375
2024-08-20,226.0125732421875,423.10302734375,166.57546997070312,168.35487365722656,178.8800048828125,525.33642578125,221.10000610351562,127.2186508178711,138.02149963378906,20.989999771118164,260.7219543457031,562.25,49.193077087402344,156.39999389648438,193.20994567871094
2024-08-21,225.90280151367188,422.4456787109375,165.2502899169922,167.0296173095703,180.11000061035156,533.744140625,223.27000427246094,128.46835327148438,139.04298400878906,21.40999984741211,259.97515869140625,565.7899780273438,49.39869689941406,157.80999755859375,194.3729705810547
2024-08-22,224.03692626953125,413.8899841308594,163.20770263671875,164.8972930908203,176.1300048828125,530.522705078125,210.66000366210938,123.70950317382812,136.94049072265625,20.100000381469727,257.48583984375,557.4400024414062,49.17348861694336,151.6999969482422,193.14096069335938
2024-08-23,226.3418426513672,415.1250305175781,165.0211181640625,166.830322265625,177.0399932861328,526.6031494140625,220.32000732421875,129.33811950683594,138.0413360595703,20.540000915527344,262.87274169921875,558.2999877929688,49.682655334472656,154.97999572753906,193.27894592285156
2024-08-26,226.68109130859375,411.83819580078125,165.5591583251953,167.3285369873047,175.5,519.7413330078125,213.2100067138672,126.42884063720703,137.75372314453125,20.1299991607666,264.1472473144531,559.4400024414062,49.73160934448242,149.99000549316406,195.13189697265625
2024-08-27,227.5292205810547,412.1867980957031,164.0845184326172,165.78411865234375,173.1199951171875,517.7266235351562,209.2100067138672,128.26840209960938,137.33718872070312,20.06999969482422,263.0718994140625,567.8200073242188,49.65327835083008,150.5,195.87109375
2024-08-28,225.99261474609375,408.95977783203125,162.26113891601562,163.91082763671875,170.8000030517578,515.412841796875,205.75,125.57905578613281,136.7421417236328,19.610000610351562,257.79449462890625,560.5399780273438,48.811195373535156,146.36000061035156,195.60499572753906
2024-08-29,229.28536987304688,411.4696960449219,161.19500732421875,162.8147735595703,172.1199951171875,516.8489990234375,206.27999877929688,117.56102752685547,138.26943969726562,20.1299991607666,255.91259765625,569.6300048828125,49.339942932128906,145.49000549316406,196.0386505126953
2024-08-30,228.49710083007812,415.4736328125,162.7892303466797,164.51864624023438,178.5,519.9307861328125,214.11000061035156,119.34059143066406,140.12399291992188,22.040000915527344,251.82012939453125,574.4099731445312,49.486820220947266,148.55999755859375,199.22219848632812
2024-09-03,222.28077697753906,407.80438232421875,156.79100036621094,158.04193115234375,176.25,510.4060974121094,210.60000610351562,107.973388671875,138.34877014160156,20.100000381469727,247.00079345703125,571.0399780273438,49.016822814941406,136.94000244140625,198.38442993164062
2024-09-04,220.36500549316406,407.26654052734375,155.88427734375,157.2447967529297,173.3300018310547,511.3834533691406,219.41000366210938,106.18383026123047,139.5884552001953,19.43000030517578,246.62240600585938,575.25,48.66432189941406,140.8699951171875,201.1737060546875
2024-09-05,221.89163208007812,406.7585754394531,156.6714324951172,158.03196716308594,177.88999938964844,515.4926147460938,230.1699981689453,107.18358612060547,141.43312072753906,19.399999618530273,245.06907653808594,567.9299926757812,48.106204986572266,139.44000244140625,199.67556762695312
2024-09-06,220.3350830078125,400.0953063964844,150.374267578125,151.58514404296875,171.38999938964844,498.94647216796875,210.72999572753906,102.8046646118164,140.6396942138672,18.889999389648438,242.9282684326172,563.4099731445312,47.48933029174805,134.35000610351562,197.85218811035156
2024-09-09,220.42486572265625,404.0992431640625,148.368896484375,149.2005615234375,175.39999389648438,503.45452880859375,216.27000427246094,106.44377136230469,138.73556518554688,19.06999969482422,244.7106170654297,569.8800048828125,47.68516540527344,138.14999389648438,200.60206604003906
2024-09-10,219.6266326904297,412.5453796386719,148.31900024414062,149.66949462890625,179.5500030517578,503.45452880859375,226.1699981689453,108.0733642578125,154.603515625,18.979999542236328,245.10891723632812,574.47998046875,47.773292541503906,142.83999633789062,202.36630249023438
2024-09-11,222.1710205078125,421.3500671386719,150.8132781982422,151.80462646484375,184.52000427246094,510.4758605957031,228.1300048828125,116.8812026977539,155.88287353515625,19.639999389648438,248.50436401367188,580.3800048828125,48.08661651611328,149.86000061035156,206.8705596923828
2024-09-12,222.28077697753906,425.29425048828125,154.33517456054688,155.1869354248047,187.0,524.20947265625,229.80999755859375,119.12083435058594,160.04820251464844,19.360000610351562,252.28811645507812,586.5499877929688,48.576202392578125,150.77000427246094,208.56582641601562
